0,1,2,3,4,RF_label
2.0,0.0712954950583091,98.97442600543516,92.99147533514504,10.456675380706567,1.0
2.0,1.4128652899375378,84.55365323615311,175.5078637900861,1.7814194956277545,1.0
2.0,0.4942275533046929,111.93674984690033,210.70256238517524,4.987826718455568,1.0
1.4839209795563837,1.7171854909994528,120.29097273423298,89.51607902044361,17.478814210995495,1.0
2.0,0.878818240339406,106.42868105808044,107.000767406563,15.254800972978003,1.0
2.0,0.1090039190160242,104.35155195957374,117.0,12.086061069568244,1.0
2.0,0.4899227350902774,92.1751156319896,99.0,5.523317992519506,1.0
1.1355071196926514,0.1294180976704152,94.13550711969263,109.86449288030737,6.961935136057502,1.0
2.0,0.2980396991613601,101.4034595137222,186.9356396758148,5.028972257045462,1.0
2.0,0.3052925644995106,115.82991750255668,194.5212603121804,12.615240233876987,1.0
1.868160804051547,0.4820339272563766,123.0,206.4726432162062,18.53939316612506,1.0
2.0,0.4562244720944012,101.49057106451068,121.24528553225534,12.616795494028954,1.0
2.0,0.2800658145994806,95.0,109.31468131940504,4.929190989883088,1.0
2.0,0.9278122682455852,96.96240063198044,153.80200052665035,4.102832008426406,1.0
2.0,1.921111504279584,81.66801775749047,72.66396448501905,16.813936496653742,0.0
2.0,1.4312052344915496,100.52261993739796,142.47738006260204,6.317957367923208,1.0
2.0,0.8788324348847371,85.93009035050974,125.58054210305843,1.249303650328057,1.0
2.0,1.076277894604685,101.1058340938286,167.42333637531434,5.134573380145117,1.0
2.0,0.6489723914912926,105.0,98.60201852392082,6.836845288069172,1.0
2.0,0.659139825023109,120.05389230107497,146.89221539785007,17.477868247397907,1.0
1.1183628672296495,0.6198055196502744,93.7632742655407,91.0,8.215475614550787,1.0
2.0,0.7981386055743729,101.76789172910944,157.80657644092454,4.166905223054792,1.0
2.0,0.5087649016467988,121.53452999123002,141.7928200526199,14.910650939201826,1.0
2.0,0.0632944137174535,106.81392779657804,219.24185703954373,9.43143405015972,1.0
2.0,0.6627873425767811,98.99485482924528,130.01029034150943,24.89652696162268,1.0
2.0,0.3185515779429226,113.7202123303676,146.1800530825919,14.741395465309656,1.0
2.0,1.570750852782687,89.22862516152492,112.77137483847508,16.413751753754852,1.0
2.0,0.2708760598618531,95.7261039278081,187.63480523707747,4.56800260226391,1.0
2.0,1.4086583024329504,89.00336033444033,94.99551955407956,11.92446664928826,0.0
2.0,0.7734091352439958,115.56181735039758,182.88763652992048,7.176023131691324,1.0
2.0,0.5174931284527388,93.02654321513974,99.0,5.563760802719138,1.0
2.0,0.3875547147721168,98.51737666139582,124.0,10.014899143980452,1.0
2.0,1.3499399246311203,105.0,101.61373427082542,8.330042653651576,1.0
2.0,1.1247350866157464,92.67356642349672,107.34713284699342,8.756895109426482,1.0
2.0,0.2546630786499015,124.8842035676616,95.84171256460289,10.295822281299449,1.0
2.0,0.740085559587444,92.23168771356052,133.23168771356052,7.073427091062276,1.0
2.0,0.183395213652044,98.6233046380132,118.3766953619868,7.41270669344759,1.0
2.0,0.2936351213526256,83.00907240465273,69.98185519069455,7.5207868570182255,0.0
2.0,0.1874809699046286,104.91207652299906,209.18132057950007,11.368114784498577,1.0
2.0,2.9930031223998608,133.07326922860213,190.5137948723728,13.16104500061979,1.0
2.0,0.5285313640701492,106.0,104.85002884479674,12.268133687449057,1.0
1.9815722812617824,0.5515739122649221,123.85257825009424,160.9078614063089,10.10841586840015,1.0
2.0,0.5897230646117547,90.63951398903512,75.04072901644732,5.66857790596496,1.0
1.6078487885548034,0.700440313491395,100.1764536343356,134.3921512114452,6.054717919621731,1.0
2.0,0.4034254145612012,104.17949732342385,104.4615080297285,4.9813199896051366,1.0
2.0,0.8947601432690078,98.0,131.21119301812925,9.104497966439803,1.0
2.0,0.7665884384496091,101.14572945729503,101.54170821708198,9.361246260462622,1.0
2.0,0.4141862191499347,96.16637758693228,135.66551034772908,6.1679372940972135,1.0
2.0,0.0489987673840431,92.0,105.08393717012854,8.904269318921852,1.0
1.7085720046026294,0.5149446064434202,105.66857603682104,149.12571601380787,16.90039693551401,1.0
2.0,0.1084436168216397,96.89429555374036,123.52642611156492,7.373552927237755,1.0
2.0,0.4558705287234753,105.2316818422352,67.1737613816764,12.03838102567381,1.0
2.0,1.025088163571695,109.62652791121072,49.41919393739923,15.701969273146162,1.0
2.0,0.6533389183233246,117.96690261439052,200.1144879551919,15.226544582645612,1.0
2.0,0.1159984484507192,99.96059349100258,126.0,6.253299696786627,1.0
2.0,0.4543654782560167,100.7702084649484,149.44595830701033,13.707602425769108,1.0
2.0,0.3805216518102491,114.87668992257902,140.29514728680385,11.923396899237328,1.0
2.0,0.3787264274659684,98.40560414077146,123.59439585922854,9.81885132923935,1.0
2.0,0.2915128303280054,96.61638773959436,164.6983264375663,3.84580960905024,1.0
2.0,0.389790328350972,104.67186927712991,100.13125228914802,9.488187293976678,1.0
1.178487052592559,0.2084259041843096,116.82151294740744,164.8924352629628,15.706926389703902,1.0
2.0,0.3065395210615019,104.4873341169549,115.74366705847746,17.91522921246033,1.0
2.0,0.0552686531528393,97.6375712867142,218.1878564335709,13.14026568307712,1.0
2.0,0.824323329352411,91.0092653186107,48.01956011706704,6.140648572302749,1.0
1.841061716723244,0.292004183188231,105.36424686689296,168.36424686689298,23.149939229145968,1.0
2.0,0.3415703493056841,99.93707883353716,139.0,9.152809125152876,1.0
2.0,0.0345611275237087,108.72151817478915,151.94430363495783,3.4012406558387966,1.0
2.0,0.979134962375402,93.40877447877487,184.0,4.200074873649923,1.0
2.0,0.2503169751347373,92.85420977446157,145.58316090215374,12.621004285569072,1.0
2.0,0.429712142110485,92.0,131.3481584684002,10.431382845207509,1.0
2.0,0.1408517922257455,103.29837443099,122.29837443099,12.426014605337029,1.0
2.0,0.1364951342848643,122.5198414940174,190.39947164672472,12.68382300165278,1.0
2.0,1.1343126408287725,99.0,129.23005368303143,3.1423398750047937,1.0
2.0,0.3622515100421028,124.68664873590622,169.86866487359063,21.31872507803109,1.0
2.0,0.8884567657980289,80.13194567746771,74.65972838733853,4.299790076066658,1.0
2.0,1.8652512124670773,89.03130231374752,112.96869768625248,17.325383310486473,1.0
1.2687299330263144,0.6037293144914118,117.46254013394736,129.1188904688158,6.9976542977815805,1.0
2.0,1.3903492916792224,108.26665684673054,102.18095097810436,3.1012863245246023,1.0
1.8573600920924984,0.2897178154217812,104.57208027627748,139.2868004604625,6.148923349189848,1.0
2.0,0.06637981246926,92.10643858318936,105.92904094454042,9.188790685659145,1.0
2.0,0.6050108733255783,97.4798118431238,183.7600940784381,4.404892196869335,1.0
2.0,0.6274746585721751,102.23080495047635,104.11540247523818,3.607112616338082,1.0
2.0,0.204045325704416,94.31195199049512,99.9358559714854,4.021601264412014,1.0
2.0,0.5123527656592497,100.0,97.96222822131438,3.528143148904681,1.0
2.0,0.4194528445638725,95.0,110.44884534522824,6.295858641000022,1.0
2.0,1.0498478358186367,99.7624889639071,128.74583701203096,3.8676598978630254,1.0
1.2003591435487126,0.5821882710404661,118.0,130.79964085645128,7.277798879612721,1.0
1.7149240402022476,0.3728996856466167,96.85522787939324,206.29401252262923,12.38944593507708,1.0
2.0,0.1327252566917263,99.5627502863434,124.68825085903016,7.009559496035647,1.0
2.0,0.3608309152135777,93.05693507979495,106.0,10.830366258656582,0.0
1.543232805789958,0.1822289662499445,94.54323280578996,109.45676719421004,5.824380471846016,1.0
2.0,1.1810051148820953,101.79622869139632,161.4332116445134,27.931922160947828,1.0
2.0,0.6050799194279619,96.79629875072372,79.59259750144746,4.1592570993631215,0.0
1.9088355095938083,0.142670682730916,91.72931592324952,197.9088355095938,4.166580988537348,1.0
2.0,0.3283278326135762,100.54630636539471,139.0,10.235826989801328,1.0
1.5303543937282562,0.2584166509988637,103.46964560627174,119.22681045644568,20.283540827665444,1.0
1.0178618924783194,1.241161439867504,102.05358567743497,135.08930946239158,4.788936265814877,1.0
2.0,0.4357584747743902,105.1871913114561,104.40640434427196,13.23390393483592,1.0
2.0,0.8451020474125905,95.41166405331305,151.23499215993914,4.098825039200304,1.0
2.0,0.0971457460977504,98.73550810487971,92.82367206991982,10.23165533054617,1.0
2.0,2.635878927618877,100.03248873638624,119.06497747277244,12.116822634641109,1.0
2.0,2.2436641523483534,124.44362337597003,183.5163290025868,34.35361393460714,1.0
2.0,1.1378591452687143,93.53790270923434,106.92419458153132,10.65403029509049,1.0
2.0,0.3748712663341519,87.0,123.99876816483358,14.43025618383357,0.0
1.598327265122427,0.2208612420739707,103.80334546975514,122.80334546975514,7.50941670643545,1.0
2.0,0.3703703723045317,100.21461289652534,139.0,9.360959672394008,1.0
2.0,0.6906777171594832,108.0098401775865,140.75246004439663,4.21291507213772,1.0
2.0,0.5219035382441617,101.1168253451664,127.1168253451664,5.6815873274168025,1.0
2.0,2.4740306779827987,108.22554014244372,107.54891971511252,8.277528541598068,1.0
2.0,0.1393414356670892,105.0,140.69696106639546,6.247577397384861,1.0
2.0,0.6576701572830395,91.3037018558083,108.6962981441917,15.032149945226427,1.0
2.0,0.4269115819777221,94.59026393888564,164.4097360611144,7.591075683547194,1.0
1.4332467489716556,0.7148435364929008,118.0,130.56675325102833,7.147381820575872,1.0
2.0,2.384743983091404,107.10954014817968,138.92175703701452,11.85368977187018,1.0
2.0,0.3617450431438169,83.85041935733243,68.29916128533513,4.811649669389562,1.0
2.0,0.1726103756289077,99.04136987907798,118.68045662635932,5.068288601931401,1.0
2.0,0.1137493350714898,99.39554508387997,123.39554508387997,7.612365817797631,1.0
2.0,0.0703323665075254,104.2277013331638,90.0253001481293,8.108524752496896,0.0
2.0,0.6214570927622425,95.55622474414614,111.27811237207308,6.807038195359814,1.0
2.0,0.4173428146634194,102.68603228487102,62.05809685461304,11.584313849254478,1.0
2.0,0.2333242853214781,92.0,100.78529633805611,8.268247263101163,1.0
2.0,0.43081128816061,111.5208649815741,140.90529727607745,11.496291906745796,1.0
2.0,0.3855280130347562,100.64526942910751,139.0,10.691539429888586,1.0
1.724285308126412,0.6580929898432786,120.82714407562077,210.2428530812641,12.383513156591423,1.0
2.0,1.918408641852944,108.00335344359486,139.50167672179742,11.69969819007646,1.0
2.0,0.9793541805865018,89.43776622210544,113.72961037017572,2.912188047361472,1.0
2.0,0.137734883934677,91.79441519101466,103.71954683144864,17.66375554517115,0.0
1.5709045018441643,0.273713936863599,106.14547749077916,109.71638199262334,4.483789986717388,1.0
2.0,0.901860880723144,100.0918381847027,102.0,9.296673101085515,1.0
2.0,0.5012031245651968,83.55293085534522,121.44706914465478,5.3611840394135015,1.0
2.0,0.677453714558385,106.0,106.15860168032452,9.662755294056792,1.0
2.0,0.3557428956755535,89.0,91.0,3.9625799748743193,1.0
1.9412375042323864,0.483317644537198,108.0587624957676,115.76495001692956,7.184815132575972,1.0
2.0,0.4772174358978329,94.07241627214634,164.92758372785366,6.265385656694634,1.0
2.0,1.2356901221585552,100.0684844119529,142.93151558804712,6.810694413031114,1.0
1.1174665141804,0.3604913716926622,123.0,203.4698660567216,11.475359898437564,1.0
1.0825085344404213,0.3349310153035146,104.75247439667874,123.83498293111916,6.035017068880842,1.0
2.0,1.0918920733161572,106.35097190620633,103.87742976551584,8.980140394703657,1.0
2.0,1.2417282881832703,94.033715893342,104.64418940443868,11.520796230943812,0.0
2.0,0.9133744110113876,89.79719747683308,76.06760084105564,3.463465252031288,1.0
2.0,0.613609519108031,114.77277576329072,170.22722423670928,8.405551526581448,1.0
1.1785592719901334,0.5490205058543892,102.71423708796054,165.17855927199014,19.61223597655557,1.0
1.9588165047207284,0.5809990825155235,94.16473398111708,146.83526601888292,4.211427359519983,1.0
2.0,0.1449521330685259,97.67038545835442,118.67038545835442,5.035456594235384,1.0
2.0,0.1709187751219615,96.80619989742132,139.0,7.155444418193492,1.0
2.0,0.2369654103910551,106.0,166.49687986691222,12.686478169686898,1.0
2.0,0.2394102002903999,84.62267218388978,76.89622130268503,3.604433195402756,1.0
2.0,0.060992570623381,99.18955327475388,119.0,6.11,1.0
2.0,0.3598467765757271,100.0,96.23320916372496,5.338329949701693,1.0
2.0,0.7585553670398583,85.2258883497312,128.32233495080635,2.2353552909219974,1.0
2.0,0.5214719807393052,90.40232822732536,107.70116411366268,3.844036061159791,1.0
2.0,0.0808701300952547,95.80560544589838,161.4535872929038,4.689403534363329,1.0
1.9473504626310387,0.2926759284461884,119.21059814947584,200.15794861210688,17.389866928095998,1.0
2.0,0.201744214939312,100.37469533978606,127.4987813591442,6.547250178624563,1.0
2.0,1.1206165350455874,122.64973182217516,178.73261819246707,21.210368483803308,1.0
2.0,0.5878217545440961,97.77548402823768,183.6122579858812,4.260012826163535,1.0
2.0,0.8436745009679283,104.48439844757404,103.54680465727787,6.121650193926912,1.0
1.4469985474080416,1.0166010667826195,92.44699854740804,108.89399709481609,5.15710101681437,1.0
1.59747586263193,2.0000751555478344,99.0,89.80504827473614,6.058681517089379,1.0
2.0,0.2150206166392979,99.78383255341886,94.56766510683772,12.004150130235155,1.0
2.0,0.3569476840641544,91.51909616855102,101.51909616855102,6.639128130154675,1.0
2.0,0.8671954204674792,101.87773768172258,128.04075410609246,5.16501244478985,1.0
2.0,0.6015601193428369,99.0,130.327998961979,22.61496745299082,1.0
2.0,0.5941748407901992,100.0,98.68417835053138,2.9265180412238463,1.0
2.0,0.7308087997321624,96.72482655987406,147.20138752100755,5.960052524475071,1.0
2.0,0.2892261632263823,92.40672135168982,101.59327864831018,9.17717384931205,1.0
1.650294185873454,0.5684200802246264,99.3988232565062,133.6994116282531,7.29614732490647,1.0
2.0,0.5668634532358692,97.77316224136467,55.38890426330691,9.834452131653457,0.0
2.0,0.8474556897362389,104.32901743781466,104.01294768655602,4.976899865191153,1.0
2.0,0.7798824188205251,102.05963481460668,153.47018259269666,11.866738526460855,1.0
2.0,0.5759876731623318,104.04576747524035,56.93134878713947,13.127082806803472,1.0
2.0,0.6194901471509704,89.5663446660436,78.60193200373833,3.912328440635517,1.0
2.0,0.2857908394461341,94.95633834229264,99.95633834229264,4.873619476434668,1.0
1.8383274558531968,0.352301014274303,94.8383274558532,100.3233450882936,4.463302972137949,1.0
2.0,1.0562056063856022,109.8331108856677,48.25033367149846,15.919476002334664,1.0
2.0,0.4578519943517748,104.65326301923731,66.65326301923733,11.493361898663622,1.0
2.0,0.6668395454401768,96.66768537464488,80.0,3.6377159358842377,0.0
2.0,0.603587189734988,82.83008545712254,80.83008545712254,4.140794864989329,1.0
2.0,0.7973179084852278,110.9865536935676,178.5739546853782,3.3363197640232283,1.0
2.0,0.1374252194113071,92.08152648955245,106.16305297910483,9.023313079701408,1.0
2.0,0.570482816438238,93.59673863887616,103.98369319438083,11.575248982473669,1.0
2.0,1.0864244200427875,94.67663325046604,79.11775550031071,3.3690661373524144,0.0
2.0,0.5144282551388881,118.90800105666172,149.18399788667654,17.693295801347592,1.0
2.0,0.5401972456783604,99.38926515897327,96.79642171965776,9.422867711143969,1.0
2.0,0.594129172660709,90.84045240627694,107.68090481255386,3.818027903486788,1.0
2.0,0.4720533992778096,83.30322665368699,69.04516001946952,4.354387067120956,1.0
2.0,0.0871049770821036,99.96078055148698,118.96078055148698,6.191968647392219,1.0
2.0,0.1740386609108664,97.58409263385306,118.58409263385306,4.754141986360973,1.0
2.0,0.941373669537276,93.92252824788572,183.84624529201903,4.074660193089335,1.0
2.0,0.4917312209203915,86.48494072717622,82.62876481820595,4.986724206382696,1.0
2.0,0.6702636540714646,94.0,122.41210179199452,12.93557335733836,1.0
2.0,0.2115822994481842,95.07089555226712,118.0,5.969822781138303,1.0
2.0,0.3848518048540002,105.53391417325112,181.51453464567905,12.949408842522647,1.0
2.0,0.3361154416640274,89.45669947663671,79.25980314017973,4.654411811589216,1.0
1.4860041321912751,0.5165369873622874,103.37403718972148,200.40202892533893,11.789083223109197,1.0
1.5880583780900792,0.4660677156003049,94.0,100.23582486572975,3.0980583780900792,1.0
1.9706055542434928,0.5494857529226576,114.11757778302604,133.91181666273047,15.611029044442382,1.0
2.0,0.6224354309035711,88.18654550954705,105.39551516984902,2.9751575546736326,1.0
2.0,1.1412432735251308,93.81856614068352,103.60618871356117,14.71025189943119,1.0
2.0,0.303868230065256,99.98861782627932,181.60910573897647,9.332129987258536,1.0
2.0,1.39642539085033,94.75773656763378,77.58591218921126,4.572208971501828,1.0
2.0,0.4999532848555961,105.0,99.31001867766422,8.185585580950335,1.0
2.0,0.4233105166691074,89.97639994902201,99.0,5.449500063722478,1.0
2.0,0.4631607133934003,90.56770905721729,108.8645818855654,14.24489321287341,1.0
2.0,0.5762597697192708,97.28169794066754,80.56339588133507,8.942207941026105,0.0
2.0,0.4587464685768775,82.46461139252881,75.8484585443966,3.946270079087627,1.0
2.0,0.2917633374507184,92.46581280702024,149.93162561404048,15.887603943850344,1.0
2.0,1.1554824562385244,89.0,112.67199612756242,3.4140479578592293,1.0
2.0,1.360761470241595,92.7642079060408,120.29262371812236,2.7966143781200388,1.0
1.7760002070354295,0.2781771049308467,105.10400082814172,165.77600020703542,15.03583841410861,1.0
2.0,0.0850580692644086,101.78406945074278,122.81062036617148,7.965556808893668,1.0
2.0,0.1070374828185762,128.56474771042184,103.203710767324,4.089706435030822,1.0
2.0,0.684579177314438,111.2650810664526,177.04205413451064,3.205411898767272,1.0
1.3728486371889344,0.2518049319679396,94.37284863718894,110.37284863718894,7.198317517868205,1.0
2.0,0.2275236463912866,101.94953917917678,93.05046082082322,11.503968889891029,1.0
2.0,1.295328873437627,114.69575060281842,177.8260623492954,28.157155594200265,1.0
2.0,0.0997111677708515,95.20739835855986,123.86173442762676,6.63924201811905,1.0
2.0,0.6913406868613245,111.62834611183172,169.43716538881682,9.705883373523578,1.0
2.0,0.1005000954413113,106.58436035532132,155.09739339255356,16.92478895339171,1.0
1.5949792009196786,0.4705002700658993,94.59497920091968,100.81004159816064,3.8963015381428505,1.0
1.5794148993435009,0.8583044639934501,100.158829798687,92.7382446980305,7.558448417483486,1.0
2.0,0.888438226004322,94.34951488396672,184.0,4.315315573285923,1.0
2.0,0.2802821350018115,83.09526150795463,70.66683055568238,7.175622273738319,0.0
1.3478767544695622,0.6535949457151771,93.65212324553045,109.30424649106088,7.781803478176344,1.0
1.3121480566964472,1.0047177084574992,116.0,155.68785194330354,14.786983244616165,1.0
2.0,1.081096444072599,100.20190810772576,140.80286216158868,6.857471757263344,1.0
2.0,0.4583864336806145,112.2840274921546,173.14201374607728,3.75326646282618,1.0
2.0,0.7402328500333882,100.0,99.97290878761136,1.852576010323876,1.0
2.0,0.6706692141895756,92.4012860198999,106.80257203979978,8.879421291045048,1.0
1.0,1.161503493822178,115.20668044731288,153.62004134193862,11.978454900044651,1.0
2.0,1.5351841378616602,90.89622285686669,113.23702785710832,16.491074950142572,1.0
2.0,0.778870875086614,89.5306519234769,106.23467403826156,2.617930615096633,1.0
2.0,0.3709174484027118,92.58145165169624,118.0,3.795569346537005,1.0
2.0,0.325748807718182,110.34785375730286,146.8840487475657,11.32248544322057,1.0
1.330889362989172,0.3342691690504898,104.66911063701085,123.66911063701085,6.952008216974592,1.0
2.0,0.7723672944239625,100.0,101.3463327214942,2.705116268971236,1.0
1.3306095985406388,0.5024273977605731,96.00817120437809,139.00817120437807,5.405549935401662,1.0
2.0,1.617539708215202,96.43726970473423,125.56273029526577,7.649760192980348,1.0
2.0,1.7232547452029126,98.76365311333116,116.93942185555191,12.616902223534224,0.0
2.0,0.4610935638835632,110.89716670970289,141.0,11.022266003971868,1.0
1.7474722179245807,0.776660841472461,113.01011112830167,156.0,12.4202047268207,1.0
2.0,0.3707135838436169,111.28149850416752,172.64074925208376,3.6287966005407655,1.0
2.0,0.4585851059544368,104.75871717984484,107.62064141007758,6.03029381262756,1.0
1.3944618423551172,0.4331269112742854,96.81661447293465,143.0,8.08746596163317,1.0
2.0,0.809307407435734,113.35673205304,92.07019615912,14.786583136713608,1.0
1.4664880747003044,0.8555094944658771,91.0670238505994,107.0670238505994,3.981903041706029,1.0
2.0,0.7794975095119376,113.56358065969006,173.78179032984502,7.777461174725236,1.0
2.0,0.5484705791587283,101.4107711882244,62.06230084121457,10.557920640382534,1.0
2.0,0.1237668041033122,102.55363135348742,122.0,8.279687201580687,1.0
1.864216177674169,2.43830859938301,99.27156764465168,88.72843235534833,6.411664995907826,1.0
2.0,0.2185564350279439,96.44185975040614,163.65115850243683,4.039535677049188,1.0
2.0,0.4453336232463495,100.0,100.0,3.1458692990236727,1.0
2.0,0.5854899126367193,102.96007894107149,71.93346490178581,5.141956582410684,1.0
2.0,0.3088225076833008,87.87702919147037,99.0,9.02967532936474,1.0
1.2311309124276466,0.5905530908446565,97.15095270057884,197.2311309124277,9.567886627951657,1.0
2.0,0.4029975473073827,83.7932126510339,68.31018102344916,4.337237557213814,1.0
1.22470117697268,1.0282611842422469,100.55059764605464,87.44940235394536,8.586015998292888,1.0
2.0,0.4705303727109051,91.54003131241817,100.63997912505457,4.534986953159096,1.0
2.0,0.9499171907983224,87.17711116844649,98.64577766310704,9.414413412456144,0.0
2.0,0.3129524162493267,104.58676417150394,142.0,5.9793382085751965,1.0
2.0,0.7875308745284426,94.75401210132776,119.24598789867224,4.870536699832318,1.0
1.3117921341334045,0.8580498375866542,101.6882078658666,163.44103932933297,23.40574280355789,1.0
1.602621011535599,1.188158667891674,95.986894942322,91.0,4.743578521737782,1.0
2.0,1.3857229880292623,96.0,79.04020583681586,3.86660342584086,1.0
1.685967735982984,0.6901720430986736,98.68596773598298,143.68596773598298,7.458127409652263,1.0
1.9826202098145205,0.964135341527064,116.03475958037096,124.12165853129837,5.9553744936708,1.0
2.0,0.1604018008816245,88.32313065707028,90.32313065707028,5.896803620524978,1.0
2.0,0.415892624814508,93.0,148.4806733781728,13.101053639111758,1.0
2.0,0.2520135709053107,98.7457754201025,132.0,10.6303379663918,1.0
2.0,0.4377911387227928,94.4782699533638,164.5217300466362,7.304371080611295,1.0
2.0,0.7579035831227261,101.97203953563724,97.65734651187908,18.01871735183628,1.0
2.0,0.5095758538538704,99.1934699329578,210.5322449888263,9.34701982207037,1.0
2.0,0.2436049722712862,98.87425848819336,118.12574151180664,7.937200240324103,1.0
2.0,0.2694758496015684,97.60185603854217,112.46914138472287,6.189169304281566,1.0
2.0,0.6554910662229492,93.56937291388182,106.1435423620394,11.812863773916126,1.0
2.0,0.084533622887219,99.75927916770736,118.93981979192684,6.138886499875117,1.0
2.0,0.2337810019631588,104.13680865326928,179.73289891834133,14.13801367383392,1.0
2.0,0.6206632070136731,101.67523621067537,101.32476378932463,6.67815864446837,1.0
1.8116509162343983,0.5640998114702404,99.941745418828,128.8699054974064,24.273108390067275,1.0
2.0,0.2127351954841954,91.19248842461263,91.0,5.837950152447351,1.0
2.0,0.3076628166908861,100.0,95.31232768958436,6.549289088196582,1.0
2.0,0.6425631065413417,86.17280646667415,99.0,3.950357683202871,1.0
2.0,0.0396468323346141,93.9633468328204,137.0733063343592,5.622821059199822,1.0
2.0,0.6220545210588252,98.51061304945686,121.23408042581472,4.791892548769324,1.0
2.0,0.6522590616005612,100.3232647007423,130.0,5.442602634774081,1.0
2.0,0.2710027075918697,109.95726257480106,106.04273742519894,5.3166703833103455,1.0
2.0,0.3685023102795238,94.0,99.0,4.296023210993565,1.0
2.0,1.798969514823913,94.94745202741382,104.03503198172412,12.626416953170713,1.0
2.0,0.4271782518317231,95.0,110.51170541915523,6.371605030082078,1.0
2.0,0.9767753330137472,91.15438595670852,119.84561404329148,14.33198596512558,1.0
2.0,0.4581525214915186,91.59382650786512,96.72921767191008,8.462918567820303,1.0
1.231480635476209,0.1974755124717689,98.14815491619034,147.4629612709524,19.93389157918565,1.0
2.0,0.1395270373005049,124.77378036184686,184.9048785526126,20.918206770415345,1.0
2.0,0.5885369117207214,119.0,200.7955103716964,16.650375272191106,1.0
1.0813222030064955,0.5972906842938861,102.325288812026,165.32528881202597,21.18981128375676,1.0
2.0,0.4625706551985551,85.60060954254624,84.80182862763871,8.535303720600599,0.0
2.0,1.0697220920597696,106.76350142535226,155.8226260690142,9.101876118154916,1.0
2.0,0.4633407133363088,103.82683888371189,67.03896669772874,9.584929972044137,1.0
2.0,0.5489261515534606,98.66514241504548,168.33211393203638,3.356724588228272,1.0
2.0,0.4542654671327348,110.308740946847,198.80533286959428,10.164079819141763,1.0
2.0,0.9751546124265534,100.95427899827408,128.69714733448393,4.208221944963768,1.0
2.0,0.3955928475413838,104.3628502190288,142.0,5.968142510951439,1.0
1.395046077309459,0.2701461394950159,120.16036861847569,161.62972353614325,13.828758106363814,1.0
1.6818884463818806,0.3689192493667439,90.63622310723623,99.63622310723623,5.168691872641686,1.0
2.0,0.1268350353255418,103.0,152.46575467011058,9.850683997417065,1.0
2.0,0.7814217828886417,99.01332612528276,143.98667387471727,7.955541154068223,1.0
2.0,1.4483055983621358,95.50485552523116,76.01942210092459,6.125094133034425,1.0
2.0,0.8877669130327002,108.26788642681618,53.196340719551486,14.418002936492105,1.0
2.0,0.4265304850148766,101.10910963176576,129.7817807364685,6.861420470186335,1.0
2.0,0.1751358186109106,103.34948835220828,122.34948835220828,11.995746133805632,1.0
2.0,0.3738688546263813,89.53038172911157,99.0,6.262964796244733,1.0
2.0,0.1516863645791037,97.14865033823858,139.0,7.394730692795989,1.0
2.0,0.661243066227164,84.19086173205994,123.0,6.51314517039236,1.0
1.0986243504115558,0.7909843769171481,92.09862435041155,108.19724870082312,5.400962954711911,1.0
2.0,1.0297641331102916,117.75578231808264,129.26734695424796,6.720102043137195,1.0
2.0,0.4184256328375909,84.3171957167654,134.8547614508886,4.880034277057455,1.0
2.0,0.2560925362936995,103.60670187662171,122.73780125108114,10.15643744240398,1.0
2.0,1.0031091307922548,109.62432774811828,183.62432774811828,7.406453618064575,1.0
2.0,0.4810037039867976,103.70313072543972,67.78121564736169,8.916905917374484,1.0
1.350925341205607,0.3035912641726112,104.6490746587944,123.6490746587944,7.259664351174203,1.0
2.0,2.184006884270937,108.32838122788507,107.34323754422984,8.235363696567116,1.0
2.0,0.5170449085493978,89.63020874832914,76.73958250334171,6.488175244901891,0.0
2.0,0.6921466576192156,104.56067277800524,148.6098318054987,10.986869270620105,1.0
2.0,0.905872362278232,101.56343892734846,169.25375570939383,4.159875084747784,1.0
2.0,0.6691586319552609,109.3804197042328,181.4783211830688,15.401007644264515,1.0
2.0,0.4131912988158849,102.45150027834852,122.45150027834852,6.217508981244405,1.0
1.014667057046264,0.8187521085834111,113.9559988288612,150.01466705704627,10.023704902150888,1.0
2.0,0.1567372138169654,114.54232121528734,105.1741234154023,4.035961420641383,1.0
2.0,0.1511205991374559,103.0,152.32622245942912,9.95533315542816,1.0
1.3574240310528105,0.5632478127703091,93.64257596894718,110.0,6.421420240194277,1.0
2.0,0.0994830054802649,99.03737731169146,124.24065567207714,7.094603258343911,1.0
2.0,1.1743197368977625,122.00267185478444,141.99732814521556,25.5661695199374,1.0
2.0,0.1107156227729296,129.69509036538497,103.08472732995948,4.3556344175405695,1.0
2.0,0.644281102703194,106.14556432100204,103.14556432100204,9.05420034361589,1.0
2.0,2.2476425592122933,107.30566527725485,137.93017152960803,11.160329528855003,1.0
2.0,0.775147646794154,99.55870113504125,55.11740227008248,7.053960698002585,1.0
2.0,0.4283068198929575,90.10891834184672,111.45540829076634,12.348975627505036,1.0
2.0,0.2870543909852577,100.0,95.2979837119404,12.09327840550736,1.0
2.0,0.6599242668081132,98.52662379726895,131.52662379726897,9.696383928729093,1.0
1.7539303412020018,1.24971938920464,116.261791023606,147.738208976394,18.20229047133354,1.0
2.0,1.2062131316698872,109.43008642512348,150.47669547504117,3.890192474882121,1.0
2.0,0.3709174484027118,95.02817338090824,118.0,3.2719708964856347,1.0
1.5494142384304532,0.3858873888650815,94.54941423843046,102.0,3.960453589456397,1.0
